"ResponseId"	"P.Gender"	"P.Age"	"P.Ethnicity"	"P.Education_1"	"S.Gender"	"S.AgeGroup"	"S.Ethnicity"	"S.Education"	"S.PerceivedAgeGroup"	"Speaker"	"Sentence"	"Loop"	"MR3"
"R_6RnWOwNf8dZyPct"	"Female"	23.4163874459919	"Malay"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	2	-1.089460581
"R_6RnWOwNf8dZyPct"	"Female"	23.6821166440845	"Malay"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	5	-1.010553404
"R_6RnWOwNf8dZyPct"	"Female"	24.0770913226064	"Malay"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	3	-0.982611549
"R_6RU6q9GY6mgOJmV"	"Female"	23.8511164858937	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	1	6	-0.885731355
"R_6RU6q9GY6mgOJmV"	"Female"	24.9007984370925	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	4	1	-0.515241266
"R_6RU6q9GY6mgOJmV"	"Female"	24.9095240870491	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	3	2	-0.781907871
"R_6RU6q9GY6mgOJmV"	"Female"	25.6223942417651	"Chinese"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	3	5	-0.497421751
"R_6WfBLziUfmlKvtf"	"Female"	23.0171084345784	"Chinese"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	6	0.73547771
"R_6WfBLziUfmlKvtf"	"Female"	23.5176180521492	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	1	1	0.68486837
"R_6WfBLziUfmlKvtf"	"Female"	22.7569368781988	"Chinese"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	3	5	1.167861646
"R_6XoSqod0i37oxcR"	"Female"	20.7201415998396	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	3	2	-0.834472451
"R_6XoSqod0i37oxcR"	"Female"	20.9328640043735	"Chinese"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	1	5	-1.122997548
"R_6XoSqod0i37oxcR"	"Female"	21.3294767705724	"Chinese"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	4	4	-0.629166076
"R_6XoSqod0i37oxcR"	"Female"	20.1896683493163	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	4	3	-0.575970887
"R_6yf5DdnRwrEuaYh"	"Male"	33.7257830000017	"Malay"	"University"	"Male"	"30+"	"Malay"	"Secondary school"	"20-29"	965	4	3	-0.715577095
"R_6yf5DdnRwrEuaYh"	"Male"	34.24200344868	"Malay"	"University"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	4	5	-0.691005766
"R_6YHlSYsO8JeUjvz"	"Female"	38.2362627292983	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	1	1	-1.255163078
"R_6YHlSYsO8JeUjvz"	"Female"	38.6031731036026	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	4	2	-0.93055245
"R_6YHlSYsO8JeUjvz"	"Female"	37.6055029290728	"Chinese"	"University"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	4	4	-1.050799679
"R_77cxRO8HP9tuYmJ"	"Female"	22.8454002758488	"Malay"	"University"	"Female"	"30+"	"Malay"	"University"	"30-39"	931	1	6	-0.724852393
"R_77cxRO8HP9tuYmJ"	"Female"	23.5129167157225	"Malay"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"30-39"	400	3	2	-0.47934754
"R_77cxRO8HP9tuYmJ"	"Female"	22.8682366488967	"Malay"	"University"	"Female"	"30+"	"Indian"	"University"	"30-39"	956	4	1	-0.527852644
"R_78IBHhRdKeCH1h7"	"Female"	19.852453775052	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	3	1	0.897809508
"R_78IBHhRdKeCH1h7"	"Female"	20.308847649442	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	1	2	1.107929941
"R_78IBHhRdKeCH1h7"	"Female"	19.9997081563342	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	4	6	1.121152305
"R_78IBHhRdKeCH1h7"	"Female"	20.0665732984431	"Malay"	"Post-secondary"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	3	4	1.25537345
"R_7Omho7XYZQdJHeV"	"Female"	23.0121924334206	"Malay"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	4	1	-0.123775761
"R_7Omho7XYZQdJHeV"	"Female"	24.3069506637752	"Malay"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	1	2	-0.149629736
"R_7Omho7XYZQdJHeV"	"Female"	23.9431218987796	"Malay"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	3	6	0.223142435
"R_7TxQekoBvORKvcJ"	"Female"	24.1979197907727	"Indian"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	5	-0.295995679
"R_7TxQekoBvORKvcJ"	"Female"	24.0847159255296	"Indian"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	3	-0.157725374
"R_7TxQekoBvORKvcJ"	"Female"	24.2658053366467	"Indian"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	4	0.09533507
"R_7USrEtknXgi91Cx"	"Male"	22.6157817518804	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	2	0.454764341
"R_7USrEtknXgi91Cx"	"Male"	22.7065764269792	"Indian"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	1	0.714320527
"R_7USrEtknXgi91Cx"	"Male"	22.255010358151	"Indian"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	3	0.517830206
"R_7USrEtknXgi91Cx"	"Male"	22.7893445676193	"Indian"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	4	0.551456764
"R_7WeNEQvx13Wvj0t"	"Female"	19.3726482990663	"Malay"	"Secondary"	"Male"	"30+"	"Malay"	"Secondary school"	"20-29"	965	3	1	-1.418052685
"R_7WeNEQvx13Wvj0t"	"Female"	18.475273143081	"Malay"	"Secondary"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	1	2	-1.507371658
"R_7WeNEQvx13Wvj0t"	"Female"	19.1042159686796	"Malay"	"Secondary"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	1	6	-1.252021224
"R_86XYt78LG6A8kAF"	"Female"	20.3568640325684	"Indian"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	1	4	0.247200398
"R_86XYt78LG6A8kAF"	"Female"	19.8491368363611	"Indian"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	4	3	0.381448605
"R_86XYt78LG6A8kAF"	"Female"	19.3111584445927	"Indian"	"Post-secondary"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	3	5	0.652065906
"R_88hZJpVHYdhi73X"	"Male"	19.8653306415305	"Indian"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	1	5	0.632498284
"R_88hZJpVHYdhi73X"	"Male"	19.3940526730847	"Indian"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	4	1.035755449
"R_88hZJpVHYdhi73X"	"Male"	19.6712438198738	"Indian"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	3	0.847431514
"R_8bRQDgGNRobAnbr"	"Female"	30.1971526100766	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"30-39"	694	1	1	0.313085193
"R_8bRQDgGNRobAnbr"	"Female"	31.6521047908813	"Malay"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"30-39"	1014	4	6	0.269330387
"R_8bRQDgGNRobAnbr"	"Female"	31.0108772078063	"Malay"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"30-39"	990	3	5	0.677456136
"R_8bRQDgGNRobAnbr"	"Female"	31.3491214152891	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"30-39"	866	4	3	0.589346163
"R_8Bw651VxBNS6XId"	"Male"	26.4378298647702	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	3	5	-0.520831211
"R_8Bw651VxBNS6XId"	"Male"	26.3530080238357	"Chinese"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	1	2	-0.426437937
"R_8Bw651VxBNS6XId"	"Male"	26.1999442419037	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	4	3	-0.425706729
"R_8Bw6alWnifaiRH3"	"Male"	23.9030944060069	"Chinese"	"Post-secondary"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	4	4	-0.105624803
"R_8Bw6alWnifaiRH3"	"Male"	23.5198547408916	"Chinese"	"Post-secondary"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	3	1	-0.187781775
"R_8Bw6alWnifaiRH3"	"Male"	23.2429929751903	"Chinese"	"Post-secondary"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	3	3	-0.474166913
"R_8CdIGa7YCxkAirv"	"Male"	21.2672088246327	"Malay"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	1	0.941399815
"R_8CdIGa7YCxkAirv"	"Male"	20.5767891069874	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	5	0.989038364
"R_8CdIGa7YCxkAirv"	"Male"	21.6652808617335	"Malay"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	4	1.467139902
"R_8CdIGa7YCxkAirv"	"Male"	21.3213807015214	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	4	2	1.539860538
"R_8cOkL4mLcKmZND3"	"Female"	20.880079963943	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	4	4	-0.498768989
"R_8cOkL4mLcKmZND3"	"Female"	20.8770770523697	"Indian"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	3	2	-0.48423764
"R_8cOkL4mLcKmZND3"	"Female"	20.744731898047	"Indian"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	3	3	-0.46919558
"R_8cOkL4mLcKmZND3"	"Female"	21.2590848251712	"Indian"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	1	5	-0.260092188
"R_8cyEDXTFYQOiavT"	"Female"	19.5196653735358	"Chinese"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	4	1.377620899
"R_8cyEDXTFYQOiavT"	"Female"	19.9010243744124	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	3	6	1.755069715
"R_8cyEDXTFYQOiavT"	"Female"	19.9970907369629	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	1	2	1.707927445
"R_8cyEDXTFYQOiavT"	"Female"	20.1226792342495	"Chinese"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	1	1.816077873
"R_8djAMwX7JwKB3J7"	"Female"	44.9134593219031	"Indian"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	3	5	-0.634656489
"R_8djAMwX7JwKB3J7"	"Female"	44.6512155796867	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	4	1	-0.55180237
"R_8djAMwX7JwKB3J7"	"Female"	44.3556027136277	"Indian"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	3	6	-0.431415735
"R_8Hb1g3pFBFznQTT"	"Female"	20.5770697834902	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	1	6	1.227952916
"R_8Hb1g3pFBFznQTT"	"Female"	20.5020406727679	"Malay"	"Post-secondary"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	3	4	1.16876377
"R_8Hb1g3pFBFznQTT"	"Female"	21.4656397843733	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	3	3	1.23478224
"R_8jsm9YZyAXZHmNz"	"Female"	20.433705386566	"Chinese"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	4	0.095458204
"R_8jsm9YZyAXZHmNz"	"Female"	20.9086297283415	"Chinese"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	2	0.197518228
"R_8jsm9YZyAXZHmNz"	"Female"	20.2903859884478	"Chinese"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	5	0.314865989
"R_8jsm9YZyAXZHmNz"	"Female"	21.2297506050672	"Chinese"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	3	0.443526373
"R_8phUeYgcVjyngZz"	"Female"	23.1078016283922	"Chinese"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"30-39"	990	3	3	-1.338271078
"R_8phUeYgcVjyngZz"	"Female"	23.4742872843519	"Chinese"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"30-39"	1014	3	6	-1.318147073
"R_8phUeYgcVjyngZz"	"Female"	23.3824959824327	"Chinese"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"30-39"	866	1	5	-1.048094609
"R_8phUeYgcVjyngZz"	"Female"	23.694051404018	"Chinese"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"30-39"	911	4	4	-1.053012232
"R_8ubOOsl4ejw0xnX"	"Female"	22.4010769046843	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	4	4	-0.613611121
"R_8ubOOsl4ejw0xnX"	"Female"	22.0022390504833	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	1	6	-0.415853203
"R_8ubOOsl4ejw0xnX"	"Female"	22.1941264378838	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	4	2	-0.568097636
"R_8ubOOsl4ejw0xnX"	"Female"	21.6189120221883	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	3	3	-0.251283202
"R_8uWytQ32e6bDOed"	"Male"	24.0594100085087	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"30-39"	694	1	6	1.013091091
"R_8uWytQ32e6bDOed"	"Male"	24.1966389032081	"Malay"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"30-39"	1014	4	4	1.264168928
"R_8uWytQ32e6bDOed"	"Male"	23.3076280637179	"Malay"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"30-39"	990	3	2	1.254199142
"R_8uWytQ32e6bDOed"	"Male"	24.9364138917997	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"30-39"	911	4	1	1.096318334
"R_9BRLTrxEL6U7x6N"	"Male"	22.945922134351	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	3	1	-1.963869394
"R_9BRLTrxEL6U7x6N"	"Male"	22.3999414323829	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	4	4	-1.888198559
"R_9BRLTrxEL6U7x6N"	"Male"	23.3856826813892	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	3	3	-1.62368864
"R_9ESvNSCs2tsgGrv"	"Female"	23.72259003371	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	4	4	0.035999258
"R_9ESvNSCs2tsgGrv"	"Female"	23.6161930362228	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	4	3	-0.069363454
"R_9MmwxjdyRpOEglr"	"Male"	26.4155130749568	"Malay"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	4	-0.621608554
"R_9MmwxjdyRpOEglr"	"Male"	26.3634514550678	"Malay"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	1	-0.65624335
"R_9MmwxjdyRpOEglr"	"Male"	25.6802289226558	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	1	5	-0.670749999
"R_9MmwxjdyRpOEglr"	"Male"	26.2889680028893	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	4	3	-0.40067204
"R_9MqO74jIbautffr"	"Male"	23.9850748573896	"Chinese"	"Post-secondary"	"Male"	"30+"	"Indian"	"Secondary school"	"30-39"	962	1	1	-0.718431041
"R_9MqO74jIbautffr"	"Male"	23.864105122257	"Chinese"	"Post-secondary"	"Female"	"20+"	"Malay"	"Secondary school"	"30-39"	225	3	5	-0.587823988
"R_9MqO74jIbautffr"	"Male"	24.0245189501438	"Chinese"	"Post-secondary"	"Female"	"20+"	"Indian"	"Polytechnic"	"30-39"	930	3	3	-0.365870824
"R_9MqO74jIbautffr"	"Male"	23.4561010549776	"Chinese"	"Post-secondary"	"Male"	"30+"	"Malay"	"University"	"30-39"	558	1	2	-0.608033446
"R_9N2O1qn2V8hFcSB"	"Male"	21.3359627945814	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	4	1	0.428791099
"R_9N2O1qn2V8hFcSB"	"Male"	20.6411623197608	"Chinese"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	3	4	0.495889265
"R_9N2O1qn2V8hFcSB"	"Male"	20.3316156591289	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	1	6	0.615410415
"R_9N2O1qn2V8hFcSB"	"Male"	20.6690923256334	"Chinese"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	4	3	0.435158607
"R_9sD2QTv1ATt8X5v"	"Male"	24.6873871041462	"Chinese"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	4	5	-0.311198262
"R_9sD2QTv1ATt8X5v"	"Male"	24.5918582642917	"Chinese"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	3	-0.372389075
"R_9sD2QTv1ATt8X5v"	"Male"	23.2375657936092	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	1	2	-0.124407536
"R_9sD2QTv1ATt8X5v"	"Male"	24.3966668424197	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	1	0.001881133
"R_9sEo5wgZxkHPIml"	"Male"	22.7479302968364	"Indian"	"Post-secondary"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	4	6	-0.571283855
"R_9sEo5wgZxkHPIml"	"Male"	21.4681389639154	"Indian"	"Post-secondary"	"Male"	"30+"	"Malay"	"Secondary school"	"20-29"	965	1	4	-0.559838551
"R_9sEo5wgZxkHPIml"	"Male"	21.3564671484288	"Indian"	"Post-secondary"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	4	2	-0.782904182
"R_9SOobdhyPMCdUR3"	"Prefer not to say"	23.9917240533512	"Malay"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	1	-0.773163764
"R_9SOobdhyPMCdUR3"	"Prefer not to say"	23.7765938640572	"Malay"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	2	-0.634318842
"R_9SOobdhyPMCdUR3"	"Prefer not to say"	23.9721052553505	"Malay"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	6	-0.401929956
"R_9SOobdhyPMCdUR3"	"Prefer not to say"	23.2984680672642	"Malay"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	4	-0.406625642
"R_9sQdyw6317O8ohP"	"Female"	23.2802420683671	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	1	2	-0.631813921
"R_9sQdyw6317O8ohP"	"Female"	22.9310986415017	"Chinese"	"University"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	4	1	-0.580820092
"R_9sQdyw6317O8ohP"	"Female"	22.4278816358186	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	3	3	-0.361238102
"R_9tzsij3SXUozUe5"	"Male"	23.0923505976796	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	3	3	-0.599983948
"R_9tzsij3SXUozUe5"	"Male"	23.3384004713036	"Chinese"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	4	1	-0.65048076
"R_9tzsij3SXUozUe5"	"Male"	22.8169919818174	"Chinese"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	3	2	-0.100058225
"R_9uh7oDCaVqunu3n"	"Female"	23.1515246992931	"Chinese"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"30-39"	225	4	6	-0.076591161
"R_9uh7oDCaVqunu3n"	"Female"	23.4145178704988	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"30-39"	878	1	4	0.273722449
"R_9uh7oDCaVqunu3n"	"Female"	22.8392125983257	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"30-39"	962	3	2	0.216087198
"R_9uh7oDCaVqunu3n"	"Female"	22.834064295236	"Chinese"	"University"	"Male"	"30+"	"Malay"	"University"	"30-39"	558	3	1	0.331966738
"R_9uh7oDCaVqunu3n"	"Female"	23.3169352978468	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"30-39"	930	1	3	0.473758831
"R_9yRQ1GCHNPFoIY9"	"Male"	25.1468569561373	"Indian"	"Post-secondary"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	1	3	0.299028575
"R_9yRQ1GCHNPFoIY9"	"Male"	24.9712471602485	"Indian"	"Post-secondary"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	3	4	0.256245698
"R_9yRQ1GCHNPFoIY9"	"Male"	25.1734301900491	"Indian"	"Post-secondary"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	4	1	0.543882739
"R_9zNVHYDONl4waGZ"	"Female"	21.1016662645619	"Chinese"	"University"	"Male"	"30+"	"Malay"	"Secondary school"	"30-39"	965	3	5	0.26163515
"R_9zNVHYDONl4waGZ"	"Female"	20.7048735729884	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Secondary school"	"30-39"	446	3	3	0.320470468
"R_9zNVHYDONl4waGZ"	"Female"	21.505210358277	"Chinese"	"University"	"Male"	"30+"	"Chinese"	"University"	"30-39"	832	4	1	0.281733326
"R_9zNVHYDONl4waGZ"	"Female"	21.0224118903745	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Polytechnic"	"30-39"	936	4	4	0.558959778
"R_A1imEW9iawZhZId"	"Male"	22.9020573363174	"Malay"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	3	-0.522107873
"R_A1imEW9iawZhZId"	"Male"	22.418465429917	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	6	-0.605722486
"R_A1imEW9iawZhZId"	"Male"	23.4166638138238	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	3	2	-0.545405763
"R_A1imEW9iawZhZId"	"Male"	22.3417701299768	"Malay"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	5	-0.236849747
"R_a2EyZvkJnO8Dtjr"	"Male"	27.5892505529337	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"University"	"30-39"	931	4	2	-0.731606118
"R_a2EyZvkJnO8Dtjr"	"Male"	27.8565134910401	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Secondary school"	"30-39"	400	1	5	-0.358559233
"R_a2EyZvkJnO8Dtjr"	"Male"	27.9133725890424	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Polytechnic"	"30-39"	937	3	1	-0.281900973
"R_A72kq3bcuHJP3cB"	"Female"	24.4196123574395	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	4	5	1.952931781
"R_A7IuS53MegsR1Zf"	"Male"	22.4319295571186	"Malay"	"Post-secondary"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	3	5	-0.169798082
"R_A7IuS53MegsR1Zf"	"Male"	21.8109728370328	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	3	3	0.017414442
"R_A7IuS53MegsR1Zf"	"Male"	22.0224666407797	"Malay"	"Post-secondary"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	4	6	0.153078719
"R_ABg3W9zWP6moSNr"	"Female"	20.9029137906153	"Chinese"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	3	1	0.774598723
"R_ABg3W9zWP6moSNr"	"Female"	21.7371136698872	"Chinese"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	4	3	1.004151132
"R_ABg3W9zWP6moSNr"	"Female"	21.2978216096293	"Chinese"	"Post-secondary"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	4	6	1.220462007
"R_AclpCSOkdn3r3DX"	"Male"	24.154144039657	"Indian"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	1	2	-0.190644133
"R_AclpCSOkdn3r3DX"	"Male"	24.9791290638968	"Indian"	"Post-secondary"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	3	5	-0.187654165
"R_af8OEHdAYIsSte9"	"Female"	44.8180123591796	"Malay"	"Secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	3	4	-1.208147919
"R_af8OEHdAYIsSte9"	"Female"	45.4646235025488	"Malay"	"Secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	4	3	-1.271760399
"R_af8OEHdAYIsSte9"	"Female"	44.761559449276	"Malay"	"Secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	6	-1.064480124
"R_af8OEHdAYIsSte9"	"Female"	45.6932646685746	"Malay"	"Secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	2	-0.949319015
"R_AGvDKGqOyn8JYUV"	"Female"	22.0479471894912	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	4	2	-0.596380312
"R_AGvDKGqOyn8JYUV"	"Female"	23.4534289561212	"Chinese"	"University"	"Male"	"30+"	"Malay"	"Secondary school"	"20-29"	965	1	6	-0.352000355
"R_AGvDKGqOyn8JYUV"	"Female"	22.8477862749249	"Chinese"	"University"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	3	1	-0.24950172
"R_AigSI3ILJixcD2F"	"Female"	19.4274971485604	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	3	3	1.233675888
"R_AigSI3ILJixcD2F"	"Female"	20.2307600383647	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	4	6	1.391077355
