ResponseId	S.Gender	S.Ethnicity	S.Education	S.AgeGroup	P.Gender	P.Ethnicity	P.Education	P.Age	Speaker	Sentence	Loop	RC1	RC2	RC3	RC4
R_3k7W3cMfVK8DRIo	Male	Malay	Polytechnic	20+	Female	Indian	University	21	990	1	2	-2.366494435	-1.101709176	-1.555211875	-1.729217945
R_3k7W3cMfVK8DRIo	Male	Chinese	University	20+	Female	Indian	University	21	866	3	3	0.663443519	0.06799297	0.079497773	1.275900474
R_3k7W3cMfVK8DRIo	Female	Malay	Polytechnic	30+	Female	Indian	University	21	911	2	4	0.502363494	0.959159435	0.299189407	0.19991716
R_3k7W3cMfVK8DRIo	Female	Chinese	Secondary school	30+	Female	Indian	University	21	694	4	5	-1.018729363	-0.673025545	-1.577149118	-1.17082379
R_3k7W3cMfVK8DRIo	Male	Indian	University	20+	Female	Indian	University	21	1014	3	6	1.557464585	1.238975069	1.655785017	1.334278525
R_2uCIbIaeyxo0dFc	Male	Malay	Secondary school	20+	Male	Malay	University	22	613	3	1	0.231614435	-1.380846347	-0.724978221	-1.80702878
R_2uCIbIaeyxo0dFc	Male	Indian	Polytechnic	20+	Male	Malay	University	22	618	4	2	-0.914152832	1.093885356	-0.817988437	-0.547998301
R_2uCIbIaeyxo0dFc	Male	Chinese	Secondary school	20+	Male	Malay	University	22	400	2	3	0.658096305	0.406900858	-0.581155735	0.367373763
R_2uCIbIaeyxo0dFc	Female	Malay	University	30+	Male	Malay	University	22	931	1	4	1.298569878	0.766756357	1.688318109	1.320623392
R_2uCIbIaeyxo0dFc	Female	Chinese	Polytechnic	30+	Male	Malay	University	22	937	4	5	-0.667873505	0.352453165	-0.359824625	-1.737362571
R_2uCIbIaeyxo0dFc	Female	Indian	University	30+	Male	Malay	University	22	956	1	6	0.793518332	0.812885244	-0.222255324	0.446640307
R_xcnmhcMci3w9e9P	Female	Indian	Polytechnic	20+	Female	Chinese	University	23	930	2	1	-0.738673552	-1.547502382	0.688808298	-0.228755156
R_xcnmhcMci3w9e9P	Male	Malay	University	30+	Female	Chinese	University	23	558	1	2	-0.049011325	-1.363899431	-0.322240813	-1.228862132
R_xcnmhcMci3w9e9P	Male	Chinese	Polytechnic	20+	Female	Chinese	University	23	878	2	3	-1.085294878	1.359757385	-1.254170822	1.08509488
R_xcnmhcMci3w9e9P	Female	Chinese	University	20+	Female	Chinese	University	23	239	4	4	0.111723076	0.767194007	-0.198441171	-0.035196797
R_xcnmhcMci3w9e9P	Male	Indian	Secondary school	30+	Female	Chinese	University	23	962	4	5	0.140671194	-0.899932096	-0.263898765	-1.102002004
R_xcnmhcMci3w9e9P	Female	Malay	Secondary school	20+	Female	Chinese	University	23	225	3	6	1.126627519	0.099812861	0.292366742	1.398074769
R_3rZfCChZSwqDtf3	Male	Indian	Polytechnic	30+	Female	Chinese	Post-secondary	21	936	1	1	1.23400415	1.816945905	0.581118795	-0.223804753
R_3rZfCChZSwqDtf3	Male	Malay	Secondary school	30+	Female	Chinese	Post-secondary	21	965	1	2	-0.84371044	-0.983862605	-0.544457587	-0.992118811
R_3rZfCChZSwqDtf3	Female	Indian	Secondary school	20+	Female	Chinese	Post-secondary	21	446	3	3	-0.578252749	-1.313212314	-0.961527408	-2.198409575
R_3rZfCChZSwqDtf3	Male	Chinese	University	30+	Female	Chinese	Post-secondary	21	832	2	4	-0.312294308	0.376622535	-0.006748657	-0.308579368
R_3rZfCChZSwqDtf3	Female	Malay	University	20+	Female	Chinese	Post-secondary	21	532	4	5	-0.050042128	0.099258954	-0.246177354	-0.906000153
R_3rZfCChZSwqDtf3	Female	Chinese	Polytechnic	20+	Female	Chinese	Post-secondary	21	818	3	6	0.384032255	1.369052438	0.769780451	0.93990804
R_QlJ1owE2dpliERr	Male	Malay	Polytechnic	20+	Male	Malay	Post-secondary	25	990	1	1	-0.410561667	1.142443293	-0.53999786	0.051507454
R_QlJ1owE2dpliERr	Female	Indian	Secondary school	30+	Male	Malay	Post-secondary	25	664	5	2	0.276545438	0.541130819	0.64597495	-0.642944361
R_QlJ1owE2dpliERr	Female	Malay	Polytechnic	30+	Male	Malay	Post-secondary	25	911	3	3	0.808009014	-0.424170108	0.471251568	-0.167165925
R_QlJ1owE2dpliERr	Male	Chinese	University	20+	Male	Malay	Post-secondary	25	866	2	4	0.906591738	1.407639413	0.090496399	0.247868028
R_QlJ1owE2dpliERr	Male	Indian	University	20+	Male	Malay	Post-secondary	25	1014	1	5	0.118830204	0.247322169	-0.185351501	0.638924751
R_QlJ1owE2dpliERr	Female	Chinese	Secondary school	30+	Male	Malay	Post-secondary	25	694	4	6	0.185872103	1.187750615	0.485248217	-0.605621808
R_2qlKZJgsvcJqzu6	Female	Chinese	Polytechnic	30+	Male	Malay	Post-secondary	22	937	2	1	0.647318327	1.741054154	-0.291133309	0.293535434
R_2qlKZJgsvcJqzu6	Male	Malay	Secondary school	20+	Male	Malay	Post-secondary	22	613	4	2	0.718706642	-0.109659604	1.901320545	-0.864603194
R_2qlKZJgsvcJqzu6	Male	Indian	Polytechnic	20+	Male	Malay	Post-secondary	22	618	4	3	-0.855743463	0.334847418	0.575629842	-0.716644106
R_2qlKZJgsvcJqzu6	Male	Chinese	Secondary school	20+	Male	Malay	Post-secondary	22	400	3	4	-1.321518267	0.849699096	-1.671667707	-0.575302845
R_2qlKZJgsvcJqzu6	Female	Indian	University	30+	Male	Malay	Post-secondary	22	956	2	5	2.001352213	1.619479864	2.161140038	2.346871871
R_2qlKZJgsvcJqzu6	Female	Malay	University	30+	Male	Malay	Post-secondary	22	931	1	6	0.391302695	0.117393707	0.457996179	0.054433045
R_XKYJOFcR6lU8Gd3	Male	Malay	Polytechnic	20+	Male	Malay	Post-secondary	24	990	1	1	-0.66117732	-0.829706098	-0.32618483	-0.237882243
R_XKYJOFcR6lU8Gd3	Female	Chinese	Secondary school	30+	Male	Malay	Post-secondary	24	694	3	2	-0.465694623	-1.036484054	-0.132345472	-0.491376054
R_XKYJOFcR6lU8Gd3	Female	Malay	Polytechnic	30+	Male	Malay	Post-secondary	24	911	2	4	-0.123332858	-0.695652906	-0.754418197	-0.773448175
R_XKYJOFcR6lU8Gd3	Male	Indian	University	20+	Male	Malay	Post-secondary	24	1014	4	5	-0.723029403	-0.414918453	0.178969714	-0.445783088
R_XKYJOFcR6lU8Gd3	Male	Chinese	University	20+	Male	Malay	Post-secondary	24	866	4	6	-0.632084228	0.07613498	-1.082517226	0.272356232
R_3KOtFjsM79X5uMN	Female	Indian	Secondary school	30+	Female	Chinese	Post-secondary	52	664	4	2	-1.447622816	-1.546056075	-1.611278208	-0.998885202
R_3KOtFjsM79X5uMN	Female	Malay	Polytechnic	30+	Female	Chinese	Post-secondary	52	911	1	3	-0.517557399	-0.452916557	-0.279798109	-0.751823999
R_3KOtFjsM79X5uMN	Male	Chinese	University	20+	Female	Chinese	Post-secondary	52	866	3	4	-1.667437864	-1.684412362	-1.387620532	-1.435694717
R_3KOtFjsM79X5uMN	Male	Malay	Polytechnic	20+	Female	Chinese	Post-secondary	52	990	2	5	-1.340651957	-1.506985847	-1.346293065	-1.197875736
R_3KOtFjsM79X5uMN	Female	Chinese	Secondary school	30+	Female	Chinese	Post-secondary	52	694	4	6	-1.566634698	-1.086626162	-0.902945337	-1.46933627
R_uxmxScLOhbeAfU5	Female	Indian	Polytechnic	20+	Female	Chinese	University	22	930	3	1	-0.922337382	-0.050174317	-0.830473225	-0.364132428
R_uxmxScLOhbeAfU5	Male	Malay	University	30+	Female	Chinese	University	22	558	4	2	0.538573165	-0.308079791	-0.094485669	-1.735248055
R_uxmxScLOhbeAfU5	Female	Chinese	University	20+	Female	Chinese	University	22	239	2	3	-0.601148103	0.36056893	0.059373176	-1.058714388
R_uxmxScLOhbeAfU5	Male	Chinese	Polytechnic	20+	Female	Chinese	University	22	878	3	4	0.622507804	0.211281236	-0.052109632	0.04493327
R_uxmxScLOhbeAfU5	Male	Indian	Secondary school	30+	Female	Chinese	University	22	962	1	5	0.339013591	-0.431002738	-0.026412673	0.362638043
R_uxmxScLOhbeAfU5	Female	Malay	Secondary school	20+	Female	Chinese	University	22	225	1	6	0.928728068	0.113766358	0.460771645	-0.344350053
R_3dWxS2se9gOah7N	Male	Malay	Secondary school	30+	Male	Indian	University	26	965	2	1	2.293145004	-0.100274024	1.261081042	0.897280862
R_3dWxS2se9gOah7N	Male	Indian	Polytechnic	30+	Male	Indian	University	26	936	3	2	-0.678692556	0.719633166	0.624281067	1.872979388
R_3dWxS2se9gOah7N	Male	Chinese	University	30+	Male	Indian	University	26	832	1	3	0.442498772	0.055217936	-1.066507748	-1.274111323
R_3dWxS2se9gOah7N	Female	Indian	Secondary school	20+	Male	Indian	University	26	446	5	4	-1.112093769	0.65446236	0.182751375	-0.208872219
R_3dWxS2se9gOah7N	Female	Chinese	Polytechnic	20+	Male	Indian	University	26	818	4	5	0.072537617	0.29210042	1.286553075	2.235314952
R_3Ge2uIWPe3qmZ7G	Female	Chinese	University	20+	Female	Indian	University	22	239	1	1	-0.768411084	0.710014967	0.228425807	1.99556447
R_3Ge2uIWPe3qmZ7G	Male	Chinese	Polytechnic	20+	Female	Indian	University	22	878	3	2	1.630803419	1.438992844	0.966423255	1.964567309
R_3Ge2uIWPe3qmZ7G	Female	Malay	Secondary school	20+	Female	Indian	University	22	225	2	3	1.464052659	-0.089313321	0.890499397	-0.150086368
R_3Ge2uIWPe3qmZ7G	Male	Malay	University	30+	Female	Indian	University	22	558	4	4	-0.825572108	-0.601178668	-0.014122353	-0.794998735
R_3Ge2uIWPe3qmZ7G	Male	Indian	Secondary school	30+	Female	Indian	University	22	962	1	5	0.505547616	-0.164034016	0.629361266	0.495395434
R_3Ge2uIWPe3qmZ7G	Female	Indian	Polytechnic	20+	Female	Indian	University	22	930	4	6	0.036088673	-0.267909106	-0.445789473	0.735478227
R_2TNRhgeafuxIDGi	Female	Malay	University	30+	Female	Chinese	Post-secondary	21	931	4	1	-0.703740054	-1.561127341	-0.244682229	-0.567421384
R_2TNRhgeafuxIDGi	Male	Malay	Secondary school	20+	Female	Chinese	Post-secondary	21	613	3	2	-0.710218342	-0.743138498	-0.052324603	-0.388020164
R_2TNRhgeafuxIDGi	Male	Indian	Polytechnic	20+	Female	Chinese	Post-secondary	21	618	2	3	-0.94083605	-0.48257473	-1.011802189	-0.971275815
R_2TNRhgeafuxIDGi	Male	Chinese	Secondary school	20+	Female	Chinese	Post-secondary	21	400	2	4	-0.337153791	-0.425013194	-1.044695946	-0.471037045
R_2TNRhgeafuxIDGi	Female	Indian	University	30+	Female	Chinese	Post-secondary	21	956	1	5	-0.358539452	0.037208488	-0.536585612	-0.475454662
R_2TNRhgeafuxIDGi	Female	Chinese	Polytechnic	30+	Female	Chinese	Post-secondary	21	937	1	6	-0.09189337	-0.260869055	-0.254772826	-0.126088145
R_1gUxXrcuE9Gvsy3	Female	Chinese	Polytechnic	30+	Female	Chinese	University	24	937	3	1	-1.497492254	2.119643221	-0.851000124	-0.397362062
R_1gUxXrcuE9Gvsy3	Male	Malay	Secondary school	20+	Female	Chinese	University	24	613	4	2	0.212822511	-2.169542663	-0.128895708	-0.654991942
R_1gUxXrcuE9Gvsy3	Female	Malay	University	30+	Female	Chinese	University	24	931	1	3	-0.696619527	0.915462619	-0.455792637	-0.068778163
R_1gUxXrcuE9Gvsy3	Female	Indian	University	30+	Female	Chinese	University	24	956	2	4	1.268234162	0.921419188	0.894870124	0.901573716
R_1gUxXrcuE9Gvsy3	Male	Indian	Polytechnic	20+	Female	Chinese	University	24	618	3	5	-0.050495225	0.308659639	0.276238609	1.426836721
R_1gUxXrcuE9Gvsy3	Male	Chinese	Secondary school	20+	Female	Chinese	University	24	400	2	6	-0.286230506	-0.03174054	0.554505496	0.260513403
R_1dgmxxXvdDRGeVU	Female	Indian	Polytechnic	20+	Female	Indian	University	21	930	1	1	1.47869852	-0.428792371	0.130664285	-0.062479675
R_1dgmxxXvdDRGeVU	Male	Malay	University	30+	Female	Indian	University	21	558	3	2	0.493668015	-0.370437695	-0.148339762	0.133769119
R_1dgmxxXvdDRGeVU	Male	Chinese	Polytechnic	20+	Female	Indian	University	21	878	2	3	-1.596172203	0.588544566	-1.35124346	-0.810074818
R_1dgmxxXvdDRGeVU	Male	Indian	Secondary school	30+	Female	Indian	University	21	962	3	4	-0.371723981	-0.747182213	-0.029945659	-0.947588499
R_1dgmxxXvdDRGeVU	Female	Chinese	University	20+	Female	Indian	University	21	239	1	5	-0.731279381	0.804675761	-0.258710649	-0.079760851
R_1dgmxxXvdDRGeVU	Female	Malay	Secondary school	20+	Female	Indian	University	21	225	4	6	0.323090436	0.506019097	0.422895276	-0.109008961
R_2aLHLqF4MyVs6EN	Female	Indian	University	30+	Male	Malay	Post-secondary	22	956	2	1	0.508855223	-0.036409869	-0.589699109	0.396717116
R_2aLHLqF4MyVs6EN	Female	Chinese	Polytechnic	30+	Male	Malay	Post-secondary	22	937	2	2	0.166557437	-0.822168478	-0.354403913	0.458912484
R_2aLHLqF4MyVs6EN	Male	Malay	Secondary school	20+	Male	Malay	Post-secondary	22	613	3	3	-0.182111119	-0.792089075	-0.211866957	0.104065166
R_2aLHLqF4MyVs6EN	Male	Chinese	Secondary school	20+	Male	Malay	Post-secondary	22	400	1	4	-0.645294828	-0.44125552	-0.452803862	-0.526099167
R_2aLHLqF4MyVs6EN	Male	Indian	Polytechnic	20+	Male	Malay	Post-secondary	22	618	3	5	-0.030036414	-0.005937275	-0.935672958	-0.481581344
R_2aLHLqF4MyVs6EN	Female	Malay	University	30+	Male	Malay	Post-secondary	22	931	4	6	0.057058443	-0.4553633	-0.609180844	-0.468465826
R_1LFNR6ECOdB8Tin	Male	Chinese	University	20+	Male	Malay	University	21	866	2	1	0.299158883	0.89113449	-0.462438202	1.238179344
R_1LFNR6ECOdB8Tin	Male	Malay	Polytechnic	20+	Male	Malay	University	21	990	3	2	-0.912189187	-0.899419959	-0.720759736	-1.978705472
R_1LFNR6ECOdB8Tin	Male	Indian	University	20+	Male	Malay	University	21	1014	1	3	-0.985745072	-0.294271273	-0.338396482	-0.774508346
R_1LFNR6ECOdB8Tin	Female	Indian	Secondary school	30+	Male	Malay	University	21	664	2	4	0.023793295	-0.57064983	0.757613881	0.116938757
R_1LFNR6ECOdB8Tin	Female	Malay	Polytechnic	30+	Male	Malay	University	21	911	4	5	0.604742603	0.153354334	0.935491963	0.271254347
R_1LFNR6ECOdB8Tin	Female	Chinese	Secondary school	30+	Male	Malay	University	21	694	1	6	0.9641186	-0.337426568	1.002245824	0.543040937
R_1oilAelQM6G6iTD	Male	Indian	Secondary school	30+	Male	Malay	University	23	962	4	1	-0.686579464	-0.363966688	-0.399901616	0.607129222
R_1oilAelQM6G6iTD	Male	Malay	University	30+	Male	Malay	University	23	558	3	2	-1.466111152	-1.989703154	-3.187378412	-2.621241357
R_1oilAelQM6G6iTD	Female	Chinese	University	20+	Male	Malay	University	23	239	4	3	-0.030956769	-0.813433608	-0.638306209	-0.245709151
R_1oilAelQM6G6iTD	Female	Indian	Polytechnic	20+	Male	Malay	University	23	930	2	4	-0.78845057	-0.512681235	-0.724372235	0.177676286
R_1oilAelQM6G6iTD	Male	Chinese	Polytechnic	20+	Male	Malay	University	23	878	1	5	-0.712794879	0.042026592	-0.430239562	0.22240239
R_1oilAelQM6G6iTD	Female	Malay	Secondary school	20+	Male	Malay	University	23	225	2	6	-0.563342074	-0.171528799	-0.314676206	0.213963488
R_1mWx1eXsMDfE3sn	Female	Malay	Secondary school	20+	Female	Chinese	University	21	225	4	1	0.828411956	-1.043171125	-0.657495855	-0.93316263
R_1mWx1eXsMDfE3sn	Male	Chinese	Polytechnic	20+	Female	Chinese	University	21	878	1	2	0.754147501	0.659310207	0.2135365	1.239846312
R_1mWx1eXsMDfE3sn	Male	Indian	Secondary school	30+	Female	Chinese	University	21	962	4	3	0.477325893	-1.115875162	0.548829909	-0.068752572
R_1mWx1eXsMDfE3sn	Male	Malay	University	30+	Female	Chinese	University	21	558	2	4	-1.363213107	-1.056261893	-0.696768564	-2.279166849
R_1mWx1eXsMDfE3sn	Female	Chinese	University	20+	Female	Chinese	University	21	239	5	5	0.481405688	0.148118705	0.17348529	-0.231266644
R_1mWx1eXsMDfE3sn	Female	Indian	Polytechnic	20+	Female	Chinese	University	21	930	3	6	0.900226024	0.186641324	0.087258461	-0.248036496
R_29jk3yW6TaOJuKp	Male	Malay	Polytechnic	20+	Female	Chinese	University	24	990	3	1	-1.102817667	0.907989471	0.118764282	0.247642514
R_29jk3yW6TaOJuKp	Female	Chinese	Secondary school	30+	Female	Chinese	University	24	694	2	2	1.73877213	0.60747137	1.270066558	-0.015396363
R_29jk3yW6TaOJuKp	Female	Malay	Polytechnic	30+	Female	Chinese	University	24	911	1	3	0.499737839	0.443375601	0.755489944	0.335923002
R_29jk3yW6TaOJuKp	Male	Chinese	University	20+	Female	Chinese	University	24	866	4	4	0.731901096	0.814168443	0.169543147	0.144104664
R_29jk3yW6TaOJuKp	Female	Indian	Secondary school	30+	Female	Chinese	University	24	664	1	5	-0.75577757	-0.846426989	-0.429250492	-0.704568147
R_29jk3yW6TaOJuKp	Male	Indian	University	20+	Female	Chinese	University	24	1014	2	6	0.519676717	0.561506704	1.417188505	0.532927865
R_3HhrxJD0ZcWPWfL	Male	Chinese	University	30+	Male	Malay	University	22	832	1	1	-1.453885217	-0.489392364	0.256061982	-1.120014537
R_3HhrxJD0ZcWPWfL	Female	Malay	University	20+	Male	Malay	University	22	532	4	2	-0.42695781	-0.999638575	-0.176842959	-0.579055006
R_3HhrxJD0ZcWPWfL	Male	Malay	Secondary school	30+	Male	Malay	University	22	965	2	3	-0.044053555	-1.236750197	-0.052572441	-0.380405894
R_3HhrxJD0ZcWPWfL	Female	Chinese	Polytechnic	20+	Male	Malay	University	22	818	3	4	-1.229867654	-0.522400445	-1.421952852	-0.391419638
R_3HhrxJD0ZcWPWfL	Female	Indian	Secondary school	20+	Male	Malay	University	22	446	3	5	-1.419498974	-0.89412894	-0.540210692	-0.639204654
R_3HhrxJD0ZcWPWfL	Male	Indian	Polytechnic	30+	Male	Malay	University	22	936	1	6	0.490854206	-0.734057874	0.686653807	-1.40553672
R_31R6tik2wCDj2tG	Male	Malay	University	30+	Female	Chinese	University	21	558	4	1	-0.19265575	0.070284767	-0.199307366	-1.994904714
R_31R6tik2wCDj2tG	Female	Malay	Secondary school	20+	Female	Chinese	University	21	225	1	2	-0.243172546	0.134907692	-0.041132056	1.260694998
R_31R6tik2wCDj2tG	Female	Indian	Polytechnic	20+	Female	Chinese	University	21	930	1	3	0.677359826	-0.234109835	0.344329446	-0.750108505
R_31R6tik2wCDj2tG	Female	Chinese	University	20+	Female	Chinese	University	21	239	2	4	0.266145399	0.083605443	1.044013655	0.784365126
R_31R6tik2wCDj2tG	Male	Chinese	Polytechnic	20+	Female	Chinese	University	21	878	3	5	1.021744996	1.013188826	0.418893339	0.810215398
R_31R6tik2wCDj2tG	Male	Indian	Secondary school	30+	Female	Chinese	University	21	962	2	6	-0.817974375	0.172913466	-0.901067978	0.319751054
R_2VvV8ucKN6wKB7H	Female	Indian	Polytechnic	20+	Female	Chinese	Secondary	55	930	3	1	-1.508756038	-1.238682283	0.002981637	-0.424606543
R_2VvV8ucKN6wKB7H	Female	Malay	Secondary school	20+	Female	Chinese	Secondary	55	225	1	2	-0.85011244	-0.718852227	-0.158628979	0.348915571
R_2VvV8ucKN6wKB7H	Female	Chinese	University	20+	Female	Chinese	Secondary	55	239	2	3	-1.385248443	0.379779601	-0.34766088	-0.614882483
R_2VvV8ucKN6wKB7H	Male	Indian	Secondary school	30+	Female	Chinese	Secondary	55	962	4	4	-1.241569773	-1.916310897	-1.858098027	-1.045691287
R_2VvV8ucKN6wKB7H	Male	Malay	University	30+	Female	Chinese	Secondary	55	558	3	5	-1.631460632	-0.387283139	0.001297997	-0.277315172
R_2VvV8ucKN6wKB7H	Male	Chinese	Polytechnic	20+	Female	Chinese	Secondary	55	878	4	6	-0.59344365	2.0423597	0.861107159	0.860794276
R_1P1NA0GZzD0jggS	Female	Malay	Polytechnic	30+	Female	Malay	University	21	911	1	1	1.374376235	0.438041598	1.020293472	0.425636664
R_1P1NA0GZzD0jggS	Female	Chinese	Secondary school	30+	Female	Malay	University	21	694	4	2	1.647510343	-0.028917843	1.403472888	-0.553805183
R_1P1NA0GZzD0jggS	Male	Malay	Polytechnic	20+	Female	Malay	University	21	990	2	3	0.350103342	0.344674357	0.276567006	-1.037225345
R_1P1NA0GZzD0jggS	Male	Indian	University	20+	Female	Malay	University	21	1014	1	4	1.386739426	-0.49988984	0.371569162	-0.158336931
R_1P1NA0GZzD0jggS	Male	Chinese	University	20+	Female	Malay	University	21	866	3	5	0.269755305	-0.179497633	0.060652492	0.601348494
R_1P1NA0GZzD0jggS	Female	Indian	Secondary school	30+	Female	Malay	University	21	664	5	6	-0.073840073	-0.57140986	0.057359307	-0.145480113
R_3kprsCBauBTABN0	Male	Chinese	University	30+	Female	Malay	University	20	832	3	1	-1.598392653	-1.779637769	0.393340551	-1.658892361
R_3kprsCBauBTABN0	Female	Malay	University	20+	Female	Malay	University	20	532	1	2	0.432125831	0.358715985	0.348717741	0.034262717
R_3kprsCBauBTABN0	Male	Malay	Secondary school	30+	Female	Malay	University	20	965	2	3	0.732713893	0.87887665	1.126070433	1.190080073
R_3kprsCBauBTABN0	Female	Chinese	Polytechnic	20+	Female	Malay	University	20	818	4	4	0.334134838	1.176311524	0.830301462	0.539973022
R_3kprsCBauBTABN0	Female	Indian	Secondary school	20+	Female	Malay	University	20	446	3	5	-1.800610481	-1.110862232	-1.356997301	-2.137296505
R_3kprsCBauBTABN0	Male	Indian	Polytechnic	30+	Female	Malay	University	20	936	1	6	0.520257163	0.30113923	-0.00451608	0.858351042
R_3LbWIwmI9F2COUG	Male	Malay	University	30+	Female	Malay	University	24	558	4	1	-1.539819635	-0.912778885	-0.392694871	0.04833356
R_3LbWIwmI9F2COUG	Female	Malay	Secondary school	20+	Female	Malay	University	24	225	2	2	0.017571988	0.639656263	0.706631143	-0.014746564
R_3LbWIwmI9F2COUG	Male	Indian	Secondary school	30+	Female	Malay	University	24	962	3	3	-0.490084474	-0.626879361	-0.75402885	0.230888314
R_3LbWIwmI9F2COUG	Male	Chinese	Polytechnic	20+	Female	Malay	University	24	878	3	4	0.796042558	0.994145412	0.906211281	0.987477308
R_3LbWIwmI9F2COUG	Female	Indian	Polytechnic	20+	Female	Malay	University	24	930	4	5	0.888160791	-0.4541818	0.340509791	0.211916251
R_3LbWIwmI9F2COUG	Female	Chinese	University	20+	Female	Malay	University	24	239	1	6	-0.920927686	-0.617715174	0.338238114	0.291823026
R_31aaX3vCDb1MiHG	Female	Indian	Secondary school	30+	Male	Chinese	Post-secondary	21	664	1	1	-2.312660516	-1.409482763	-2.018563797	-2.29789501
R_31aaX3vCDb1MiHG	Male	Indian	University	20+	Male	Chinese	Post-secondary	21	1014	4	2	-0.251256793	0.895718225	0.785932941	0.476356659
R_31aaX3vCDb1MiHG	Female	Chinese	Secondary school	30+	Male	Chinese	Post-secondary	21	694	1	3	2.012193976	-0.658133024	2.600250799	0.941893207
R_31aaX3vCDb1MiHG	Male	Malay	Polytechnic	20+	Male	Chinese	Post-secondary	21	990	4	4	-0.095211877	1.847060597	0.504383349	1.62092755
R_31aaX3vCDb1MiHG	Male	Chinese	University	20+	Male	Chinese	Post-secondary	21	866	2	5	1.16239574	0.62869258	-0.288944396	1.349756262
R_31aaX3vCDb1MiHG	Female	Malay	Polytechnic	30+	Male	Chinese	Post-secondary	21	911	3	6	0.214596219	-0.431792417	1.615855559	-0.658353542
R_tMwkED0C1hvWJPz	Female	Malay	Polytechnic	30+	Male	Malay	University	28	911	1	1	0.481964325	-0.060408778	-0.264523995	0.145689378
R_tMwkED0C1hvWJPz	Female	Chinese	Secondary school	30+	Male	Malay	University	28	694	4	2	-0.034086019	0.190694636	0.371020357	-0.703600445
R_tMwkED0C1hvWJPz	Male	Indian	University	20+	Male	Malay	University	28	1014	1	3	1.385761979	0.861813472	1.725280606	1.313277618
R_tMwkED0C1hvWJPz	Female	Indian	Secondary school	30+	Male	Malay	University	28	664	2	4	-0.38836695	-0.764667978	-0.586264585	0.456184603
R_tMwkED0C1hvWJPz	Male	Chinese	University	20+	Male	Malay	University	28	866	2	5	-1.60314073	-0.170087907	0.116454819	1.858492263
R_tMwkED0C1hvWJPz	Male	Malay	Polytechnic	20+	Male	Malay	University	28	990	3	6	1.282066435	0.922379791	0.770078588	0.607467318
R_1OOwRaAWIz0guiG	Female	Chinese	Polytechnic	30+	Male	Others	University	22	937	2	1	-0.627642388	-0.121018968	-0.262872119	-0.030516766
R_1OOwRaAWIz0guiG	Female	Malay	University	30+	Male	Others	University	22	931	4	2	-0.907455752	-1.03366985	-0.809223921	-0.226193638
R_1OOwRaAWIz0guiG	Female	Indian	University	30+	Male	Others	University	22	956	2	3	0.05048987	-0.71001274	-0.647941487	-0.336111747
R_1OOwRaAWIz0guiG	Male	Malay	Secondary school	20+	Male	Others	University	22	613	1	4	-0.630980706	-0.895960054	-0.84299865	-0.499159363
R_1OOwRaAWIz0guiG	Male	Indian	Polytechnic	20+	Male	Others	University	22	618	3	5	-0.551649749	0.553720512	-0.53915014	0.055519857
R_1OOwRaAWIz0guiG	Male	Chinese	Secondary school	20+	Male	Others	University	22	400	3	6	-0.164038362	-0.033923555	-0.879852789	-0.160246353
R_2cctqX8RzMh9mjb	Female	Malay	Secondary school	20+	Male	Malay	University	22	225	2	1	2.645986106	1.09505969	1.708008829	0.911752932
R_2cctqX8RzMh9mjb	Female	Indian	Polytechnic	20+	Male	Malay	University	22	930	4	2	-1.748476335	-1.116291841	-0.097070231	-0.142574581
R_2cctqX8RzMh9mjb	Female	Chinese	University	20+	Male	Malay	University	22	239	1	3	0.960405393	-0.527015109	1.25830929	0.147281824
R_2cctqX8RzMh9mjb	Male	Malay	University	30+	Male	Malay	University	22	558	3	4	0.42280139	-0.612665263	-0.043369205	-1.450956416
R_2cctqX8RzMh9mjb	Male	Indian	Secondary school	30+	Male	Malay	University	22	962	2	5	-1.246102256	-0.164518605	-0.856406068	-1.110370083
R_2cctqX8RzMh9mjb	Male	Chinese	Polytechnic	20+	Male	Malay	University	22	878	4	6	0.21788914	1.728314145	1.697168875	1.548357333
R_t0pxKrMyWbTlD7X	Female	Malay	University	20+	Female	Indian	University	22	532	5	1	0.694393473	1.261125835	1.40997553	0.314446312
R_t0pxKrMyWbTlD7X	Male	Indian	Polytechnic	30+	Female	Indian	University	22	936	4	2	-0.508835132	0.298465528	0.913070084	-0.292750167
R_t0pxKrMyWbTlD7X	Male	Chinese	University	30+	Female	Indian	University	22	832	1	3	0.70874066	-0.978218003	0.031519305	-0.336221637
R_t0pxKrMyWbTlD7X	Female	Chinese	Polytechnic	20+	Female	Indian	University	22	818	4	4	1.665893686	1.343405564	1.751276569	1.12450326
R_t0pxKrMyWbTlD7X	Female	Indian	Secondary school	20+	Female	Indian	University	22	446	5	5	0.817428552	-0.509511122	0.661978954	0.43261739
R_t0pxKrMyWbTlD7X	Male	Malay	Secondary school	30+	Female	Indian	University	22	965	2	6	0.678487865	-1.561539421	-1.089262157	-1.152420561
R_272VxIfYFNrKCEj	Female	Indian	University	30+	Female	Chinese	University	22	956	4	1	0.784032326	0.814301333	0.056383826	0.203551469
R_272VxIfYFNrKCEj	Female	Malay	University	30+	Female	Chinese	University	22	931	1	2	-0.030526724	-0.349441262	-0.765348238	-0.320386206
R_272VxIfYFNrKCEj	Male	Indian	Polytechnic	20+	Female	Chinese	University	22	618	3	3	-0.439603404	0.550048605	0.037629158	0.380393601
